,Date,User_Id,Message,NumberOfPastPosts,Role
1160,"
April 2006 ",kurtamaxxxguy,"
wrt preceding posts, very interesting.Only thing I can add is... buy or lease?Leasing seems a plus for those not driving many miles (Audi allows 12K/Yr max), and for cars with long warranties, but very high part and service expenses once the warranty has expired.In this case the lease might be structured to only span the warranty period, at the end of which the leaser lets the dealer/leasing company buy back the car. That gives the driver the enjoyment of the vehicle for 4 years, and none of the post warranty headaches.Just my 2 cents  ","Posts: 1,798",Member
1161,"
April 2006 ",markcincinnati,"
Leasing works for periods of time usually less than 48 months and usually best for 39 or fewer months with mileage usually of 12 - 18,000 miles per year.My wife has a 16,000 mile per year lease on a 3 year term.Mine is 45,000 miles (an Audi) -- and Audi will gladly lease their cars for almost any term and mileage. A sales person who works for me just got a new Cadillac CTS with a 54,000 mile lease for 36 months ($515 per month, for 35 months, loyalty lease.)I thought I addressed the leasing issue from a broad point of view as suggested by my CPA firm:Buy that which appreciates in value.Rent that which depreciates in value.Cars, generally speaking are in the latter category.This does not mean that leasing will or even can work for everyone.The point, often, is that the effects of on buying and leasing are the same and the key ones are ""the cost of money, opportunity costs and time/miles, all of these things contribute to residual value"" which is a critical factor in leasing, financing or buying -- and I would argue equally so.A ","Posts: 5,343",Member
1162,"
April 2006 ",markcincinnati,"
You said:Leasing seems a plus for those not driving many miles (Audi allows 12K/Yr max), and for cars with long warranties, but very high part and service expenses once the warranty has expired. Leasing is not generally any more of a plus for those not driving many miles. It might be, but the same factors that are a plus for a lease with respect to miles driven per year have a similar effect regardless of the method chosen to actually possess the car for x period of time and miles.Audi will lease a car for 10,000 12,000 15,000 and more miles per year. There is no technical max although there are practical reasons to not lease a car that you will drive 45,000 miles per year.The length of the warranty is not a factor in leasing any more than it is a factor in paying cash or financing -- how could it be? Why would it be?A leased car that is out of warranty (and any factory or dealer sponsored service agreements) will cost EXACTLY the same to maintain as a financed or 100% owned car. There are no special additional charges for a new power steering pump on a leased car that is out of warranty versus a car that is owned, for instance.Most leases are called ""closed ended"" leases -- this simply means that there are no hidden charges at the end of the lease. I agree to pay you $515 per month (for a 2006 Cadillac CTS with two popular option packages which retails for about $40,000) for 35 months (and use it for 36 months) during which time I must maintain the car (if I want to keep the warranty in force) -- I have agreed with you I can drive 54,000 miles without any charge per mile during this time period and I agree the car will be returned ""clean and with normal wear and tear and tires that are legal to be driven on the street of a size and composition similar to the OEM tires delivered on the car.""The long warranty cars and short warranty cars can be leased with equal ease and aplomb.The thing(s) that has (have) the greatest effect on the lease price are identical for you even if you plunked down 100% cash on the barrel-head:MSRPCost of money (yours or the financial institution)Depreciation over time (aka residual value).A $40,000 car that can be leased with no upfronts for 24 months @ $399 per month and driven for 30,000 miles is a ""subvented"" lease -- it is hard to imagine even a 0% interest loan beating this deal when depreciation is factored in.Leasing is NOT for everyone. Neither is paying cash or financing.But, the information and conclusions you presented did need some clarification. :surprise: ","Posts: 5,343",Member
1163,"
April 2006 ",chicagogirl,"
We are considering a certified 2003 TL w/ 25K miles, no nav. Light gold w/ beige interior. We are in the burbs of Chicago. The price is $20K. Is this a good deal? I am a little concerned bc this car is 4 yrs old & we are nervous transmission issues. We have a 98 integra that has had no recalls & only requires regular maintainence. For some reason, we are having a hard time making a decison. Does certification really mean anything? Any insight would be greatly appreciated. Thank you! ",Posts: 3,Member
1164,"
April 2006 ",kurtamaxxxguy,"
currently does not allow you to calculate leases beyond 12K miles per year. That is why I thought Audi leases only allow 12K miles per year. Glad to hear greater yearly mileage is available.Would also be good to know if the VW GTI R32 will make a reappearance in the USA next year. Seems to offer all the driving advantages of and way cheaper than the Audi A3 3.2. ","Posts: 1,798",Member
1165,"
April 2006 ",kurtamaxxxguy,"
I visited the VW Web site today to price a GTI and PASSET 4-MOTION and discovered VW virtually rams a Sirus or XM radio down your throat for virtually any seat or interior option you specify.Want to order ""sports seats"" for the GTI? You get the Sirus or XM radio with it, or no seats.Nice ripoff, VW. That kind of nonsense screams old school selling. :mad: ","Posts: 1,798",Member
1166,"
April 2006 ",markcincinnati,"
At this point, I wouldn't get a new car without sat radio -- it is a revolution in radio. At least Sirius is -- not that I have any reason to believe XM isn't.I do, however, think that mass customization is so easy, so possible, so affordable, that I would wonder why Sat Radio is not a stand alone option.But, if your only issue is that they force you to get sat radio -- take it, it will KILL AM and FM. ","Posts: 5,343",Member
1167,"
April 2006 ",taxesquire,"
No, I agree with the prior poster that satellite radio should either be a free throw-in (you do pay for service, you know!) or a standalone option. It's nice that VW gives you a choice between the 2, as many cars only give you 1 option (I think that happens when 1 of the sat. radio companies contracts with the manufacturer).Regardless, I had a free sat. radio subscription for several months and loved it, but once he free session ended, i didn't continue it. Hard to justify the monthly expense when I just travel to and from work, 30 min each way, and the radio stations come in clearly. Now if my car were the family vehicle we took on weekends and the kids didn't insist on listening to their Barney CD every time  :mad: , maybe that'd be different.PS - I'm annoyed the VW site won't let you configure a Jetta GLI! It's been out long enough, VW!!!! ",Posts: 681,Member
1168,"
April 2006 ",kurtamaxxxguy,"
when I visited VW's site, they made the Satillite radios mandentory with virtually any option one picks. Want sport seats?--you are forced to get the sat radio too.Audi does not seem quite as restrictive in that respect. ","Posts: 1,798",Member
1169,"
April 2006 ",master1,"
I would suggest no. That is a pretty old vehicle - it started in 1999. $20,000 is overpriced in my opinion, but kbb said it's a good price but I don't understand how that is possible. It doesn't have the updated technology, safety, and quality improvments. For example, that car still had the thin accessory belt under the hood. Now all Hondas and Acuras have thicker belt in addition to more effective safety features. I would recommend a new Honda accord. LX V-6 you can get for $21,200. Ex V-6 you can get for 25,500 ",Posts: 340,Member
1170,"
April 2006 ",bmf_rrh,"
Hi Guys, was wondering what cars are considered to be good highway cruisers (90% highway driving). ThanksRobert ",Posts: 7,Member
1171,"
April 2006 ",master1,"
Hello. A Toyota Avalon would be excellent on the highway and it gets something around 31/32 mpg highway. The XL is about 24000 and the Touring is 29300.If you want luxury and can afford it, I would suggest jumping to Lexus, or Acura if you want performance and luxury. Lexus recomendations - ES and the IS. The IS is more sporty.Acura recomendations - TL and the RL. The RL is pricey - 50,000Hope this helps. Stay posted ",Posts: 340,Member
1172,"
April 2006 ",jurrasic,"
Hi,Can the professionals here help me out? I'm 6'0'' (no corolla), male in the late 20s looking for a sedan or coupe that has leather seats. I'm considering reliable brands such as Honda, Toyota, Mazda. And I'm considering both 2006 or used cars, as long as it is still under warranty. In addition to leather seats, it would be nice to have- quiet and comfortable ride (not necessarily for long-distance, but comfortable if I'm stuck in traffic)- fun driving experience (no camry), don't care about 0-60 seconds though.- better than average MPG, drinks regular gas- as assumed, reliable.Right now it comes down to 2006 Mazda3 s GT or a 2002-2003 Honda Accord EX-L. Too bad Civic doesn't have leather seats. Am I asking for too much?I appreciate any recommendation for any new or used model. ",Posts: 6,Member
1173,"
April 2006 ",bdr127,"
My brother just bought a new Mazda3 5-door with leather and he's 6'0"". He loves his car....It's definitely a car marketed toward the young male crowd (roughly 18-25). Not sure how old you are, but he is 20 years old, so he's exactly the target market for that car.  ",Posts: 950,Member
1174,"
April 2006 ",buyer777,"
How is the TL on the highway? I test drove a TL on local roads and it felt a bit ""harsh""???Thanks ",Posts: 70,Member
1175,"
April 2006 ",taxesquire,"
It sounds like the Mazda3 will be perfect for you. You could also try a used Mazda6. ",Posts: 681,Member
1176,"
April 2006 ",taxesquire,"
It rides comfortably at both highway and local conditions. What was the version you drove - automatic or manual? The manual has a firmer suspension. If it was the manual, did it have summer tires? That'd ride harsher too. Lastly, was it a used vehicle? If the tires are worn, the ride is uncomfortable. ",Posts: 681,Member
1177,"
April 2006 ",master1,"
The summer tires have a rougher ride. Acura TL's do have a FIRM ride, but I like it. It's a luxury sport car. It's safer to have a firmer suspension because it's better for emergency manuevers. I don't consider it HARSH, just firm. If it bothers you, go with a Lexus - they are softer ",Posts: 340,Member
1178,"
April 2006 ",confused7,"
Help. Need to buy something!! I'm very concerned with 1) safety, then 2)price, then 3) looks, and I want to spend around $25,000.For safety results, I've been consulting both IIHS and Safercar.gov. The IIHS site lists rear crash tests, which is very helpful. There are very few perfect scores, but Saab and Subaru stand out.I could buy a Subaru, but it has no Electronic Stability Control which I gather is pretty important. Right? Even with AWD?I could buy a Saab 9-3, 2004 or 2005 models, Arc only as Linear is so maligned, but I'm worried about reliability.I could buy a Volvo S60 (the S40's too small) which got strangely opposite scores from the two safety sites, namely: IIHS rated it good for Front, but only acceptable for Side crash, and Safercars (Govt crash site) rated it 4 out of 5 stars Front, and 5 out of 5 Side.I'm happy to buy a used (ideally certified, right?) model to keep the costs down, esp as I need an automatic, and would like leather seats (maybe even heated!)The IS 250 and the BMW 325 garnered excellent across-the-board safety ratings from the IIHS only in the 2006 (therefore too expensive) models.Happy BTW to get a hybrid, but: the Prius has not so great rear crash results; also, am I the only one who finds its rear visibility is poor, due to the horizontal bar that divides the hatchback window..?In any case, my local car rental company loves me too much. I need to buy something soon. Please advise. ",Posts: 25,Member
1179,"
April 2006 ",andres3,"
You choice seems easy, get a new Honda Accord, any variety you like. ","Posts: 12,906",Member
1180,"
April 2006 ",from_fl,"
Or a F150 Truck? ",Posts: 113,Member
1181,"
April 2006 ",markcincinnati,"
I would suggest you at least consider test driving the new Hyundai top o the line car, the Audi A3 and A4, the Honda mentioned, and keep educating yourself.Safety can be made up of some factors beyond crash results and star ratings. Don't get a one star with a bunch of electronic assists on the other hand.If, for instance, there are 4 star ratings, look at only 3 and 4 star offerings, but consider:#1 AWD#2 ABS+Brake Assist+ESP (or whatever the pitch and yaw control system is called by a particular mfgr.)These technologies will typically improve both performance and safety. Couple an inherently safe vehicle (the number of stars, for instance) with some performance/avoidance technologies, such as #1 & #2, and you may find a 3 star with betters a 4 star without.In your price range you will probably not be looking at cars that include lane departure warning technology or ACC (automatic cruise control) which will provide automatic braking based on proximity of other vehicles.Consider, too, that there are arguments for ""high performance"" options as safety enhancers and that there are often (moreso in the lower price ranges) optional extras, such as additional non mandated airbags (often costing at full MSRP a few hundred dollars) that you can add.Run flat tires? Hmm -- safety or convenience? Many would say ""both!""Homework ahead. :surprise: ","Posts: 5,343",Member
1182,"
April 2006 ",auto2006,"
Trying to decide between a VW Jetta, Audi 4, and a Volvo S40. Currently have an 05 CRV-SE that is uncomfortably on long trips. Looking for a reliable car. Any suggestions? ",Posts: 8,Member
1183,"
April 2006 ",taxesquire,"
The only comment on ""reliability"" I can give you is that I believe the Jetta is currently in its 1st model year, which often has some kinks that need to be worked out. Is reliability your only concern? ",Posts: 681,Member
1184,"
April 2006 ",slate1,"
Trying to decide between a VW Jetta, Audi 4, and a Volvo S40. ... Looking for a reliable car. Any suggestions?Yeah - don't buy a VW, Audi, or Volvo! None exactly what I would call on top of the reliability heap.I know this is going to sound crazy - but take a look at the Mazda 3s-Grand Touring sedan. I spent $21,400 (MSRP $22,810) and got DVD-based navigation, leather, automatic climate control, automatic xenon headlights, rain-sensing wipers, tire preasure monitoring, BOSE 6-disc sound, side/curtain airbags, etc. and it's one of the best driving and handling cars I've ever owned.Excellent reliability rating from Consumer Reports. ",Posts: 84,Member
1185,"
April 2006 ",deepthinker,"
 The current volvo S40 is a cousin of the Mazda 3-and a European Ford as well-they are all built on the same platform. The Mazda3 does seem to get good reviews, especially when considering value. I don't think the Audi A4 belongs in the same conversation. They are great cars, but not the first car that comes to mind when you talk about reliability, at least based on reputation. If you're looking for a reliable car at $25,000 or less, there are many, many options. There are plenty of ways to search for sedans for less than $25,000-you can do it here on Edmunds, last I checked. ",Posts: 13,Member
1186,"
April 2006 ",auto2006,"
I've did the research and narrowed my decision to three: Volvo, Audi A4 and VW Jetta. Not interested in a Mazda and can't stand Honda. ",Posts: 8,Member
1187,"
April 2006 ",pat,"
Have a look at the posts in the individual discussions on each vehicle. The Browse by Vehicle search on the left side of the page will get you right to them.And please feel free to start a specific comparo amongst the three of them. Just go the Sedans Comparison board, hit the Add a Discussion link and go for it. ","Posts: 10,421",Member
1188,"
April 2006 ",auto2006,"
thanks ",Posts: 8,Member
1189,"
April 2006 ",deepthinker,"
Well, since you've decided to compare these three, I'll give you my opinion/experiences. I currently have a Volvo S40 T5 AWD. I've had it for about 3 months, and am pretty happy with it. I got the upgraded sound system, which I think is excellent. The acceleration is good, and everything else is acceptable to good. My complaints are a terrible amount of interior storage space-for CD's and such, and tight foot space between the pedals. Also, the fun factor is not up to my previous BMW 325xi. I am happy with my decision because it was cheaper than most other cars that I considered. If the A4 were offered at the same price as the S40, I don't think that the S40 could compete. The main advantage of the S40 T5, in my opinion, is that it's an AWD sedan that is near luxury with decent acceleration for about 30k. Even though I think the 325xi and A4 are better cars, I was not willing to pay extra for them. That's my thoughts, for what it's worth. Good Luck! ",Posts: 13,Member
1190,"
April 2006 ",slate1,"
Not a problem - I only mentioned it because I thought reliability was a high priority based on your post.Consumer Reports reliability ratings:Audi A4 - 3/5: AverageVolvo S40 - 3/5: AverageVolkswagon Jetta - 2/5: Fair (new model for '06 untested) ",Posts: 84,Member
1191,"
April 2006 ",markcincinnati,"
The PRICES are quite different (or can be.)If you are price neutral, go with the Audi.If you are price cognizant and concerned consider the Volvo and check out the availability of a service and/or mntce plan for at least 50K miles.The Jetta can't be had with AWD but if that too is a neutral issue, it is the ""biggest"" bargain even though it has had some hard knocks in the dealer service and even in the FOR (frequency of repair) dept.The Audi is the ""best"" car based on content and performance overall. Styling is always subjective.The Volvo is ""nearly"" an Audi considering its price. The dealers are ? with Volvo? Probably better than the VW's and Audi seems to run hot and cold here, too. Most Audi dealers have stepped up over the past few years. They are not universally up to the standards of the Lux class that their cars generally are consider to be a part of.My dealer would get a ""9"" overall and many ""10's"" -- I have read some contrary opinions.I have driven the Audi and the Volvo. They are both good to very good. The Audi seems more, uh, ""refined"" and also more sure footed.But it is the most expensive of the trio.Maybe you gets what you pays for! :surprise: ","Posts: 5,343",Member
1192,"
April 2006 ",ovrwhlmd,"
I'm planning to lease within the week(36 mos, 12k, similar out of pckt)- I'm looking at:Acura TSX ($363mo)Volvo S60 Loaner w/7k mi ($368)BMW 325i ($429/mo)I'm concerned w/price- but if the BMW is really worth it, I'd pay the higher mntly fee. ",Posts: 3,Member
1193,"
April 2006 ",taxesquire,"
The low-end torque of the T5 doesn't make it a blast to drive? ",Posts: 681,Member
1194,"
April 2006 ",taxesquire,"
Here are my thoughts on the vehicles:Audi - it's the sportiest and most luxurious of the bunchVolvo - if you get the T5, it's the 2nd sportiest and least luxurious of the bunch. If you don't get the T5, then it's sportiness is on-par with a 4 cyl JettaJetta is the 2nd most luxurious. If you were to opt for the GLI model, it'd be just as sporty (maybe moreso) as a T5. ",Posts: 681,Member
1195,"
April 2006 ",taxesquire,"
You haven't stated your priorities. If you rank the following characteristics based on which is more important being a 1, 2nd most important being a 2, etc, it'd help the board respond appropriately:sportiness (handling/accelleration)luxury/comfortsafetyreliabilityOn the whole, I'd say the TSX is a great combination of those things, but I'd like to know what you value more.Also, the TSX & BMW are compacts while the S60 is mid-sized. What are your size-needs? If you're fine with a compact, why the S60 and not the S40? ",Posts: 681,Member
1196,"
April 2006 ",ovrwhlmd,"
Priorities...1-lux.comfort2-safety3- sportinessI assume they are all equal on the reliable factor- But i service is free at BMW and Volvo- a nice perk.Mainly, I want to get the coolest car w/o having to eat raman noodles every night:)I had been leasing a passat for 340/month and could go a bit higher, but it is just a car.The S40 seems kind of dinky(??)..didn't really think of it being the same size as the TSX and BMW. I usually drive solo, so a compact is fine with me... ",Posts: 3,Member
1197,"
April 2006 ",confused7,"
I'm concerned with safety...and there are two very useful sites, www.IIHS.org and www.safercar.gov, which rate various crash issues.. IIHS is interesting as it does a rear crash test ... which most cars do poorly at.Question #1: the Volvo S60, which has good rear scores, has scored 'good' on Front impact and 'ok' on Side Impact in the one site, but scored the reverse in the other site (i.e., 'ok' Front, 'good' Side). Anyone know about these sites and what this could mean?Question #2: the other car I've in mind is the Subaru Forester, which has no stability control (s.c.), but is AWD, and scores great on IIHS crash tests. Stability control is for skidding and has been much discussed by the professionals as an important safety feature, and there are other (namely German and Swedish) cars with both s.c. and AWD, so AWD is NOT the reason Subaru does not need to have s.c. [One Subaru dealer told me it was a cost issue: Subaru didn't want to pay for the cost of s.c.] So does an AWD car need s.c.?Any thoughts, anyone, on both these questions? ",Posts: 25,Member
1198,"
April 2006 ",hky,"
A1. Different rating system. These sites provide rating so that consumer can compare different vechicles under the same testing condition. comparing with different sites (worse if you compare different countries). In real life, the size of the occupant, angle of the hit, size of other vechicle.. will be important factor..A2. AWD/4WD system mainly help traction when accelerating and not with braking and conering - this is where stability control comes in to keep your vechicle in the safe and controllable direction. ",Posts: 71,Member
1199,"
April 2006 ",taxesquire,"
I'd say that the S60 would probably work best for you. I think (but am not sure) that it'd be the most comfortable fo the bunch, and all things being equal, a bigger car is safer than a smaller car. ",Posts: 681,Member
1200,"
April 2006 ",ovrwhlmd,"
That's what I was starting to lean towards..Thanks! ",Posts: 3,Member
1201,"
April 2006 ",donthegreek,"
I'm thinking about buying one (S40 T5 AWD)this year....are you using regular or premium gas? Auto or Manual?Have you checked your gas mileage??Did you get an extended warranty?Thanks...don ",Posts: 127,Member
1202,"
April 2006 ",billherrmann,"
T5--- Very impressed with it except for one irritating flaw, TURBO LAG, which was a deal breaker. Bought A3 which [by comparison] has zero turbo lag. Love the A3 more so than previous cars: Acura TL, Bmw 330xi. Lexus is300, and Cadillac CTS[3.6]. ",Posts: 111,Member
1203,"
April 2006 ",andres3,"
Agreed on the very nice Volvo T5..... it suffers from some serious Turbo Lag.... talk about sling shot effect!But once that T5 engine gets going, it is a great engine.But again, the A3's 2.0T is better no only because it has similar power without the lag, but it gets significantly better gas mileage ratings, which is crucial today. ","Posts: 12,906",Member
1204,"
April 2006 ",deepthinker,"
To answer your questions--I have a manual transmission T5. It is smooth-I like it better than my '03 BMW 325xi. I've been using premium gas. According to the calculation displayed in my car, I am getting 22.9 miles per gallon at last check. That has not been reset since my first re-fuel, and I'm at about 3500 miles now. I would estimate that on the highway I get about 28, and in the city about 20, if I'm lucky. I've read about other people doing better than that, but I don't know how because I've been going pretty easy on the gas pedal and I still haven't gotten the average over 23-as soon as I drive around town for a few days it's back below 22mpg. I did not get, nor did I look into an extended warranty. I don't plan on holding onto cars too long.In regards to comments that people have posted about turbo lag----the T5 does have turbo lag, but you have to get used to the gear pattern. In my experience, most cars accelerate well in 2nd gear, but it seems like my car can't get out of its own way in 2nd. But in 3rd the thing gets going right away, no matter what the RPM's. It is a low induction turbo charger, so it is designed to provide boost at low RPM's. The upside is that it kicks in at lower RPM's, the downside being that the boost is relatively low, so it isn't supposed to really kick you in the pants ever. When I test drove the MazdaSpeed6, which has much more boost, you really felt in when it kicked in. So I have to say that turbo lag has not been much of a factor for me, now that I've gotten used to the gearing. I actually wouldn't mind a little more kick in the pants-it's pretty noticeable that this is a turbo charger not designed to knock your socks off. In the review of the T5 on Edmunds, the author commented on the gearing/turbocharger being one you have to get used to-I agree with that. I'm no car expert, however, and I'm sure some of the more technically-minded folks lurking around here could discuss turbos, gearings and such in a more educated fashion than I.DT ",Posts: 13,Member
1205,"
April 2006 ",donthegreek,"
Thanks for your input deepthinker....wonder how the turbo lag is on the automatic....better or worse or??Anyone know if there's going to be any major changes to the 07 S40?? ",Posts: 127,Member
1206,"
April 2006 ",markcincinnati,"
This car demands a stick shift.Having said that, there are two schools of thought:The automatic will emasculate the T5, but will ""mask"" the turbo lag somewhat, but the performance becomes somewhat less than ""IMMEDIATE.""On the other hand, the stick shift may require you to learn some anticipatory driving to minimize the ""rush"" that can happen when you are in third gear and request more grunt -- and then the lag happens since the turbo's RPMs need to spool up to max torque range.If you know when to downshift to minimize lag, you will be fine.The specs on the engine, as I recall, do show torque does come on fairly low in the engine RPM range, so this may be -- for you -- a quick and short learning curve.If you want much of the fun and performance retained, the stick is your best bet. Sticks, however, are addicting and they are more and more rare.I caution you, if you get a stick, you will be hard pressed to ever be satisfied with an automatic again.Each drive line has its merits -- the one that increases:control, fuel-economy, fun, performance and safety (due to the improved control and performance) is the stick;the one that may be somewhat less involving, lower in performance and generate poorer fuel mileage is the automatic. You do get ""less work"" with the auto though.Choose the one that suits your needs. I have an Audi A6 3.2 it has an automatic. The BMW 530xi which can be had with a stick and is AWD was not on the market when I picked my Audi up. I drove the S60 type R and found the engine backfired too much for my comfort in a car that expensive. ","Posts: 5,343",Member
1207,"
May 2006 ",mzwarich,"
Hello,This is my first time posting here, so I hope this is the right spot to post.Anyway, I am looking to purchase a pre-owned sedan in the next couple of weeks and have narrowed it down to either a 2001 Volvo S40, a 2001 Volvo S60, or a 2002 Volkswagen Passat. All three are in the same approximate price range. There is approximately the same mileage on both volvos and a little more on the Passat. Trim levels are comparable (and more or less basic)Does anyone have an opinion (lol) on which would serve me better? I am selling my current coupe because I have a new daughter and we anticipate needing two to three car seats eventually. I like the handling of the S40 and the Passat (I haven't had a chance to drive the S60 yet).Any advice you have would be greatly appreciated. ",Posts: 1,Member
1208,"
May 2006 ",tslbmw,"
my .02I owned a Passat for 3 years & a Jetta for 2 more (against my better judgement) and the reliability was pretty awful. So, I would be VERY skeptical of the 02 Passat. The S40 is not very sporty and doesn't handle/drive nearly as well as the Passat and the back seat is not as big as the Passat. So, it depends on your priorities:Drive/Handling: PassatReliability: S40 (or S60)Long Term ownership cost: Even (both are pretty expensive to keep up and if you're gonna own one of these for a long time, you may wanna consider a certified pre-owned or extended warranty)Looks: (IMHO) The PassatGas Mileage: Good in both, however, the Passat requires Prem Gas (not sure about the S40)Back Seat (for your new addition): Passat (however, with a rear facing seat, it's gonna be tight in both...both will be fine when she is front facing)Good luck and I hope this helps a little! ",Posts: 172,Member
1209,"
May 2006 ",kurtamaxxxguy,"
Hi. My apoligies if I had posted this before, but I am still thinking an AWD hatch or Wagon for my next vehicle. Subaru has been making AWD for quite some time, but the 2.0 Turbo vehicles I've tried (including the Saab offshoot) had virtually no power down low and seemed to be very peaky. Ride and handling seemed good.Has Subaru solved this turbo lag issue? I understand they have a 2.5 engine now. ","Posts: 1,798",Member
1210,"
May 2006 ",krzyss,"
but it is still peaky.Krzys ",Posts: 849,Member
1211,"
May 2006 ",rsholland,"
I have an '06 WRX, and turbo lag is almost a non-issue. Yeah, power builds as the revs raise, but it's nothing like the old 2.0 WRX. It's much more user-friendly.Go check one out for yourself. I think you'll be pleasantly surprised. Bob ","Posts: 19,788",Member
1212,"
May 2006 ",zdr81,"
need to buy a new or slightly used (no more than 2 years old) car less than $27-28K.. here are my priorities:1) gas - should not use premium and should have good gas mileage if not at least the norm for sedans (24/31 or so)2) reliability - ok from what I've read, VW is havign issues with reliability but i'm interested in their 2006 pre-owned passat 2.0Ts .. of course, it is still too new for reliability but if people returned it to the dealer, is taht necessarily a bad sign? 3) luxury/styling - I'd say VW packs the most for the best price AND has done a good job on the styling. I'd go with a loaded accord or camry but their styling is bland. I wish I could get the acura tsx or even audi/lexus/etc but they all use premium gas and that is not what i need now.. Any ideas what I should look at, based on my priorities above? thanks in advance! ",Posts: 14,Member
1213,"
May 2006 ",suydam,"
Be sure you are being honest about your priorities. If gas mileage and reliability are really #1 and2, then either the Camry or Accord is the vehicle you want. If style is actually higher than #3 than you probably want something else. ","Posts: 4,677",Member
1214,"
May 2006 ",taxesquire,"
I had a 2001.5 Passat for just over 3 years, which is the same as the 2002 model. I didn't look at the Volvos at that time so I can't really comment except to say that the S40 will likely be too small for your needs.I had minimal issues with the Passat, and really liked how luxurious it seemed. It was a great balance between comfort and sport - I had a 6 cyl manual transmission and was very happy with the torque, although HP was a bit too low. Overall, that redesigned Passat, from 2001.5-2005 is a really good, comfortable, safe car. It was consistently among consumer reports' recommended vehicles. ",Posts: 681,Member
1215,"
May 2006 ",taxesquire,"
Suydam gave a good post and I second his comments. Are you sure the Passat does not require premium? I had a prior model passat and it did require premium fuel. Also, I think 2006 was the 1st year of the redesign. If your #2 priority is reliability, you might want to go back to a 2005 - the last model year of the prior version.I agree that I think the passat gives you the most luxury for the buck. ",Posts: 681,Member
1216,"
May 2006 ",zdr81,"
thanks to you and sudyam. I thought about the issue some more and will go to a dealerstrip (multiple dealerships within a mile) to look at some cars. I've eliminated the passat because of reliability issues.. I'm not that concerned about premium anymore because assuming that premium is always 20 cents more at any time, with 10K miles per year at 25 miles per gallon, I would spend only $80 more per year for the premium. Right now, I'm considering the following, in no order:1) certified pre-owned acura tsx (without navi) - can get one with 10K miles for $24,500. All the features for the buck, plus still gets good gas mileage. Does require premium.2) toyota prius (yes, on the other extreme of the scale, but I have yet to check it out). Packages seem expensive, not to mention it is in high demand and is being sold at msrp, no chance of negotiation.3) accord ex-l with/without navi - if only they could have done a better job with styling, I would have jumped on it.4) I would check out the camry if I didn't already have a 2005 camry SE. any others i should check out that would meet my priorities as listed in my previous post (1. gas mileage 2. reliability 3.styling/luxury) ? Thanks in advance! ",Posts: 14,Member
1217,"
May 2006 ",luvmbooty,"
I'm looking for dependability, spacious interior, large luggage space, above average crash test scores, descent fuel economy and a MSRP under 25000. I've looked at ratings from Edmunds, IIHS, Fuel economy.com, Gov. crash tests, and JDPower.com. I've narrowed my selection to:-Chevrolet Malibu Maxx-Hyundai Sonata-Ford Five Hundred-VW PassatThey all excel in one thing or another, but I wanted to get other opinions. Thanks for responses! :blush: ",Posts: 271,Member
1218,"
May 2006 ",suydam,"
taxesquire, sounds like the certified TSX is the way to go. You like the car and it meets your criteria. If you really love the car you won't mind premium fuel. I have a Nissan Maxima and I wouldn't trade it for one that took regular fuel (for a second car, however, I am tempted to look at the Honda Fit).luvmbooty, the bottom three on your rankings don't have that great a reliability or in the case of the 500, haven't been around very long to tell. In addition to those, you might look at a Buick. They tend to have huge trunks and interior room and have good reliability records. ","Posts: 4,677",Member
1219,"
May 2006 ",kurtamaxxxguy,"
The Maxx is very flexible in terms of interior setup, but the cargo space is not that big unless you either fold down the rear seats or remove the cargo shelf to allow cargo to ""poke up"" into the rear window line of sight.The Maxx forum here has more details.If you don't mind a ruff ride, the Maxx SS offers a pseudo-sports approach.Be warned that Malibu and Maxx are having suspension and brake problems. Supposedly in Mid 2006 the suspension issue will be addressed.Lastly, the Maxx has not been IIHS crash tested (only the Mailbu, which got a silver award provided you have curtain airbags). ","Posts: 1,798",Member
1220,"
May 2006 ",krzyss,"
""I'm looking for dependability""Passat is in its first model year. None of the first year cars are synonymous with dependability.Krzys ",Posts: 849,Member
1221,"
May 2006 ",jlee6,"
Can you guys help me to choose because I can't decide.1. Acura 06 TL w/Navi ($34500 OTD)2. Acura 07 TL w/Navi ($37000 probably Fall 06)3. Acura RDX w/Navi ($375000 probably late Summer 06)4. Infiniti 06 G35 w/Navi Sedan ($35000 OTD)5. Infiniti 07 G35 w/Navi Sedan ($37000 probably Fall 06)Which car is the best buy? ",Posts: 13,Member
1222,"
May 2006 ",taxesquire,"
Questions for you:1. On a scale of ""not important, important, very important,"" how important is the luxury factor and how important is the sportiness factor?2. Auto or manual transmission?3. What's the RDX doing in this mix?4. Does the '06/07 Infiniti have the same nav as the Infiniti M, or have they continued with the same nav that was in the prior year G35s? ",Posts: 681,Member
1223,"
May 2006 ",volvomax,"
I would take a G35 over a TL any day of the week.The FWD TL's are undriveable when you hammer them, way too much torque steer.I'm assuming that the 07 G35 price is plus TTL?If so, the 06 is a better deal, plus interst rates are continuing to rise. ","Posts: 5,238",Member
1224,"
May 2006 ",canaanman,"
I am trying to decide between the Accord Coupe either V4 or V6, the Acura TSX and the VW Passat 2.0. Any advice and feedback is greatly appreciated. Thanks ",Posts: 21,Member
